,num-episode,review-score,positive-negative,review-title,review-comment
99,29,10,1," A well done performance by all cast and one hell of a season premiere
","The long awaited season 3 premiere of the 100 kicked off to a great and promising start. This episode shows a lot of greatly anticipated moments I know I have personally been wanting to see. It holds great promise for what is to come in the upcoming episodes. I can hardly contain my excitement! I thought it had just the right amount of suspense to keep us, viewers, on our toes. I enjoyed seeing how 3 months forward has changed our favorite characters. The actors are as talented and convincing as I remembered from season 2. An awesome cast, captivating story, and a thrilling new world awaits anyone who watches season 3. I can't wait to find out what Jason Rothenberg has in store for the rest of the season! He completely without a doubt nailed this episode, and I can't wait to see what's next!"
100,29,8,1," A good start.
","Continuing the storyline. Time-skipped the Ark, interesting to see how things works and what's going on after three months. Setting up the conflict, new plot points. While keeping the mystery of the City of Light."
101,30,10,1," Every minute of this episode was satisfying from start to finish.
","The 100 fans!!! Listen to me, this was an EPIC episode. Hands down my favorite so far. I JUST CAN'T GET ENOUGH OF THIS EPISODE! I'm so happy right now. Every moment was so deliciously satisfying and beautifully directed, I couldn't take my eyes away from the screen for one second. I will say it again, my FAVORITE episode of the 100 so far! After the last bit of the show, I couldn't stop saying ""oh my gosh, that was SOOO good""! Right now i'm just like, a lot of information just exploded inside my brain with so many emotions running through my head! Too many feels! The anticipation bottling up inside me for what happens next is too extreme. So I guess it goes without saying, I cannot wait for next week's episode! Bring it on episode 3!"
102,30,8,1," Weird story set-up.
",The story seems weird. Somehow I feels weird watching this. The Ice Nation thing needs more explanation. Otherwise it would be plot hole.
103,30,8,1," Solid plot, good character build
","Very solid plot with good characters introduced, appropriate to the story. The plot is not predictable, and clearly shows this remains a sleeper series. Unfortunately, despite Mad Max making it as a movie to the academy awards, the 100 is still not receiving 1/8th of its fair share. This episode leaves us having to immediately move onto the next one. The introduction of the new character is carefully done so as to leave the audience in suspense of the value or role they may play next. Solid writing. The only limits, however are having to go back to season 2 in order to recall some of Clarke's actual activities that are referred to in the first few episodes. That often happens even in the best series that are Emmy winners."
104,31,9,1," A better episode.
","I never thought any of the first few episodes of the season would be this intense. The story is good, eventhough Ice Queen's motivation seems like a cheap villian. All others are good."
105,32,6,0," Good show with a lot bad character decisions
","The series have a one huge problem, lack of consistency in characters decisions. This episode shows it painfully. Bellamy decision is contradiction to what he did and worked for in last twenty episodes, betrayal to his sister and Lincoln and his tribe, Clarke and actually everyone who trusted him. Things like that are just annoying. But we saw it already too many times in the show. From criminal and anarchist who doesn't care about anyone but himself to reasonable leader when it comes to Bellamy. From reasonable leader to a religious fanatic like Thelonius. From selfless pacifist to a cold blooded murderer in case of Finn and from egoistical killer and maniac to helpful team member and voice of reason in case of John Murphy, from power hungry, ruthless security officer to a sensible diplomat - Kane. It really becomes very annoying in longer term i do know people change but does they really change so often and so drastically? From the beginning of the show i have a feeling that producers didn't hired enough actors. All of plot shifts and surprises they have for us would be a lot more reasonable if they used twice as many people to introduce them. Instead they are using the same characters to do things that are completely contrary for them. And this episode is painful reminder. Bellamy actions are complete contradicion to his character but could fit another member of original hundred that we didn't had too many chances to know yet, resulting with the same outcome. Everything would be reasonable and well written then. Now it's just another bad plot twist and character change that doesn't make any sense especially that his action should most probably get Clarke killed, alienate Octavia forever (maybe even result in her death if she choose to eg. warn Grounders and/or escape with Lincoln) and result in hundreds other deaths, Sky Crew also. Whole scenario from the beginning is full of such bad character changes and i have strong feeling that script was written for a lot of more characters but it's played by very limited actor crew. In the end i have a theory that original scripts included more characters that take lead roles in various episodes and maybe die along the way or goes into backstage for some time (just as Game of Thrones and Walking Dead were not afraid to kill their characters), but instead producers decided that audience already like first crew so they shouldn't do any bold moves with the show and rewritten the script to save all twists but performed by half of the planned crew. Bad decision."
106,32,1,0," If this continues i don't think i will be able to watch this show anymore.
","This episode is the reason i finally made an account on IMDb.Not everything in this episode was bad. Actually there were quite a lot of interesting moments, and normally it could have been a good episode.But there were a few things that makes me want to just let go of this show. The unbelievable criminal idiocy of some of the characters and their unreasonable decisions is just too annoying and irritating. It's hard to imagine someone to be so moronic as some of them. Which makes it clear that those stupid decisions they make were just to push the plot ahead.Like i said, not everything in this episode is bad, but still i give it one star. because this episode is making me not wanting to watch the show anymore, and this is the worst thing that an episode of a show can do."
107,32,5,0," Back to idiotic story again.
","While in Polis, the story is good and moving forward. In Arkadia somehow, the story take us back to Season 1 where idiotic people rules the community. It is super annoying and illogical. People made stupid choice! and that's annoying."
108,33,5,0," The City of Light's storyline is the only enjoyable thing here.
",Others are just.. ridiculous. Clarke's plan for peace is ridiculously optimism. Pike's storyline is just ridiculously brainless.
109,33,6,0," Pike Slander
",Pike is so dumb. Cant believe Bellamy fell for it too. How can pike (and company) be overly confident about what hes doing? He doesnt realize what he is doing is harming his own people. And he thinks he can take out all 12 clans? Lmao.
110,34,7,0," Allie's storyline is damn interesting.
","While Pike's one is messed up and really annoying. The story is just so dull, filled with stupid motivations."
111,34,9,1," Hope
","A Gift from king Roan arrives, And it's a doozy, As Emerson, the last of the Mountain Men is alive and kicking, literally. Clarke is given the choice to banish him or brutally kill him. Clarke once again proving that she puts her people first. Deciding against lethal force, She spares his life. Although her intentions are noble, I have feeling this isn't the last time we hear Emerson's name.To be blunt, I never did like Jaha and Alie's storyline. However I do like the direction there story is headed, the mystery that lies beneath Alie's codes and why it is so important that she finds it. On the other hand, Titus isn't the warm hearted and kindred spirit that we thought, As he savagely beats the info about the pill out of Murphy. Which leads me to ask: hasn't this guy been through enough?"
112,34,7,0," Hungry
","This sixth episode develops a little bit more the three story lines of the season. We have Clarke getting a nice present in the form of the last survivor of Mount Weather, mister Emerson, Jaha & Alie's secret plan and last, but not least, Pike's desire to make Arkadia a superpower. In general, it delivers in all three of them, but at the same time, doesn't advance the story much.On the first plot development, it's nice to see how the show continues with some interesting questions. Clarke wants Emerson to suffer for his actions, but after her convincing Lexa of forgiving the massacre done by the Ark-people to the Grounders, will she think just of revenge or will she see the bigger picture? It's always harder to think when something/someone is close to us, and the writers and Eliza Taylor do a good job of showing a person unsure of the next step.Jaha & Alie's plan is the part that probably gets more screen time. If it wasn't clear enough that Alie and the City of Light were bad news, the episode gives more information about what they are planning while keeping a lot of information still hidden, making the viewer wonder about all the tidbits that ""The 100"" is feeding.Pike's crazy plan gets the action-part of the episode. Pike and his followers decide to take one Grounder region for them with unexpected consequences. Bob Morley's Bellamy seems to have regressed as a character, though, which is a pity, as he was bringing some interesting nuances to the character. Now he has become more white&black. Probably in future episodes we will see more gray, not just from him but from others too.All in all, good, but not great episode. Alie and the new tensions with the Grounders are still not as interesting as the Mount Weather threat."
113,35,9,1," Outstanding writing, surprises
","Wow! This one has an incredibly magnetic plot, pulling the viewer in so emotionally deep, and has such the classic surprise climax that captures the audience with a gasp. While my reviews are vague, because I leave out the spoilers, I must say too many user reviews are sadly written by those based upon emotional bias, and this episode, while one of the best written/acted in the series, is not receiving the high marks due to such user politically charged bias. Suffice to say, this episode combines multiple genres within the story that a truly great group of writers, actors, directors and producers can achieve: sci fi, drama, love, action/adventure and politics (if we even consider that a genre). Excellent episode, and core transition subtle to the rest of the season."
114,35,10,1," I expected a bad episode given the reviews
","Now I understand the bad reviews. People watching a SCI-FI series for the drama and romance. Just get the F out!
Amazing development to the story (what really matters).I'm hyped for what's next!"
115,35,10,1," This episode makes me want to read the book!
","This was hands down the best episode of the entire series. The story just keeps getting better! We finally get to move on from a simple, time hogging character to explore the other complexities of the show. At the same time, the show does a great job keeping it's viewership up by replacing angry ""only here for sociopolitical reasons"" ones with ""intrigued by the story and content"" ones.I almost never rate specific episodes of shows unless they really move me. Which is why I was horrified to find that this episode has a 4.8 rating. I'm not calling out the whole lgbt community, because that would be as absurd as calling out every supporter of a certain presidential campaign. However, there is an overwhelming presence of hateful, uptight, paranoid users who have proclaimed LGBTHAD against this show under false pretense. And it is embarrassing to the human race."
116,35,9,1," Despite the reviews, great episode
","Despite what you may see from these reviews, this was in fact a very good episode. If you follow the actors you would see that Alicia is indeed (and this may come as a shock to some) a GUEST STAR. Yes you guessed right! She is a guest star and her character is subject to removal at any time. This show is set in a post apocalyptic world and it was bound to happen sooner or later, if not in this episode than the season finale. It was stated plenty of times that Alicia was having scheduling difficulties because of the fact that she is a lead character on another show (Fear of the Walking Dead). Trust me, I loved Lexa as a character! I did at times question why she had more screen time than some of the lead characters but I guess these things happen sometimes. The progression of this season, at times questionable, does not negate the fact that this show is indeed a good one."
117,35,10,1," What are you doing
","What are ypu doing? Dind't you understand anythinng about this series? Are you really care if the most charismatic character have gone? It's nothing. The 100 has a storyline to be followed. You are behaving like the children of the first episode. My evaluation for it is 9.5. And i~m being pessimist. It values more than it.It's clear for me that the story has a particular modal that will take us for a unthinkable dystopic. I predicated that, artificial and robotic intelligence in my book, but nothing like this universe.. It's important to think about that, the new universe with both inteligences is a new reallity.My book is Condao, just in Portuguese. You can find in skoob"
118,36,8,1," I do it every day
","After the surprising plot development of the previous episode, ""The 100"" keeps the tension and the stakes high, and offers another great episode.We are back at Arkadia, where things are going bad fast. Pike is obsessed with the ""us"" Vs. ""them"" and is bringing everyone down with him. There is a nice dialogue were Kane brings up the issue of distrust and fear that is becoming generalized in Arkadia, and how Pike's view of things is turning people against each other.But the episode offers much more than just people having conversations, even if they are quite interesting ones. It is also an action packed episode, with everyone hiding something, and everyone trying to push their own agenda, in a subtle or obvious manner. And Bellamy's character is once again developed in interesting ways.If the ""us"" Vs. ""them"" wasn't enough, we also have some interesting new tidbits about Alie's plan, and a very good moment with Raven.""Terms and Conditions"" is an amazing episode, and one of the best of ""The 100"", leaving things in place for a, what seems it's going to be, a very interesting second part of the season 3."
119,36,9,1," Don't believe the negative reviews, people are still mad from last week's problems.
","I agree the way they handled a certain character death last week was executing poorly, but the fact that a lot of people are giving one stars for this episode based on that is so messed up. Everyone is entitled to their opinion, but I checked myself and a lot of the reviews are from members who just made an account this week; just to attack the show with bad reviews. I personally loved this episode, and I love the direction they are going with the A.I. and messing with Raven's memories. Pike is also a good villain for this season,because you understand where he's coming from, and sometimes he even sounds right. It's interesting how things will be played out. The tone has remained the same in the show, don't let one mishap effect your perspective of the show from now on."
120,36,8,1," Other Opinions based on previous episodes
","This was a pretty good episode, people are rating badly because there salty because of what happened last week, overall the episode is well structured and interesting keeps your attention and you don't know what's going to happen next, it like a battle through in tell it was a very different episode than what they have done in the past, but very well done. The episode contains to people on opposite sides of the same fight trying to work there way to get rid of the other while others try to stop them both and one is more ruthless than the other, it seems these too are playing a game of chess and everyone else is just there pawns."
121,36,2,0," So boring, so pointless...I fell asleep
","Easily one of the worst episodes of the series. More of the contrived Arkadia plot line where character motivation, logic, and any semblance of intelligence is completely absent. Pike continues to be a one-note caricature villain, Hannah a sociopath, Bellamy a brainless sheep, Monty inexplicably going along. To be honest, they could bombard Arkadia and I would not miss most of the characters (I would save only Raven, Abby and Kane). Ship them off to Polis with Octavia and Lincoln, revive Lexa, have Clarke shampoo her hair and lets all just forget about this other nonsense. None of the delinquents aside from these mentioned are captivating enough to have a lot of screen time.As for the City of Light, Becca made it compelling with the flashbacks but I heard that will be the only one, so we are stuck with Jaha pontificating from now on again....and I find that barely watchable. Season 3 is a disaster."
122,36,1,0," snoozefest
","The commander's death last week was filled with plot holes and lazy writing. It would seem that killing the commander has effectively killed any interest i still had in this show. The virtual reality storyline could be interesting but the way they chose to connect it with the Polis storyline was just lazy writing. I was very disappointed indeed. The episode this week was just plain boring. Whoever made the decision to feature an episode without Clarke, Octavia and of course Lexa made a grave mistake in my opinion. At this point this show should be canceled. Which is sad because I find most of the actors very talented and would love to continue watching for them but the storyline is just too boring and the overall plot filled with holes. I hope the actors go on to do more amazing things and leave this sad excuse of a show behind."
123,36,10,1," The Delinquents are back!!
","*Spoilers ahead*Raven Reyes completely stole the show! For so long I have stated that raven is one of the strongest charters in this show and she defies time and time again the misguided quote that love is weakness. Love is what made Raven capable of breaking away from ALIE's hold, it is what brought her back. Definitely an amazing episode for her. Also the banter between Jasper and raven played out incredibly well.We also had the first kiss between a biracial M|M couple, which is always great!The episode was dominated by the POC of the show which is a welcome change from the last few episodes.Once again Bob Morley's acting was impeccable and you could see in his eyes the moment that bellamy switched back to the right side. The dynamic of kane and bellamy's relationship was amazing this episode, both actors did incredible on scene with one another"
124,37,9,1," Intense, dramatic and fair. I like it!
","Seriously, people are voting 1/10 because they are upset with a plot twist? So, you loved this show for 2 and a half seasons and now you hate it? This brings quite a mixture of feelings in my head, ranging from LOL to desperation. Since when the forums started deciding how will a TV show plot continue? Enough!This episode was a turn back to the reality. Some innovative ideas were born too early and died. Some peace talkers will have to wage their own wars now. Old promises have been fulfilled, new have been given. This episode is so true to the world of The 100 that I would really like to give it 10/10, but 9/10 is more realistic. Life happens."
125,37,8,1," Things are getting complicated
","If in previous episodes we had had the action centered on Arkadia or on the 12 tribes, in this episode we get a little bit of both. And the better for it.For starters, after Lexa's death, there is the little problem of succession, and what is going to happen when a new leader rises to power. Is it going to be one that thinks the Arkadia people are ones you can negotiate with, or is it one that believes the ""lay waste to your enemies"" is a great motto to start your day with? Even if it is pretty easy to see where the episode is going, it is nicely done, and the action and tension are high.On the other side, not willing to be looked down, Kane's coup and punishment conundrum. We have Pike getting madder and madder, and Bellamy starting to think that now, that his own people are taking the brunt of the tensions, things should change. It is Bellamy being at his most Bellamy: naive, not much constructive thinking, and act before recognizing that maybe thinking is not a bad idea. Is Kane going to be killed? And also the ones that were in with him? The episode keeps us on the edge, and the outcome is, maybe not surprising for some, but not something that can be seen from a mile away, and shocking.Good episode overall, and things happening non-stop."
126,37,10,1," Wait. Immature sad cases rating it 1 star because..???
","Let me get this straight. ""People"" have rated this as a 1 star because they're little sados who can't take watching a couple characters die? Are you kidding me? While watching this episode I was thinking to myself ""damn. This is a pretty good episode"". Then I come here and contract aids from seeing it rated 3.8. Grow the hell up!!! It was powerful and to me is showing the development of the characters and the atmosphere. Moreover, why are people crying like little pathetic babies like ""omg! Ontari killed kids! omg! that's disgusting! omg!"". Shut it. She's mean't to be brutal, cruel and horrible. Go watch teletubbies if you can't hack it. In addition it seems everyone is playing the race card or sexual orientation card... ""omg! killed of a lesbian! This is sooooo bad!"" Oh OK. See, I was under the impression that Lexa was 1000x more of a person and character then just being a bloody lesbian.... But no. tragic people nowadays don't see her as a critical character and that her death is very important both in general and for the development of the story. No. All they see is ""omg. they killed a lesbian. omg. this is the worst ever. omg. omg."" Christ save us..... Same thing with Lincoln too. ""omg. they killed that coloured guy. omg. 1000000% racist. omg. this is horrible. omg. 1 star. omg."" That all that goes on in their heads instead of seeing the importance of it both symbolically and for how the story will develop and how it's going to affect the other characters etc. Just pure ignorance.A lot of things were laid out in this one and a lot of interesting things happened and it deserves a solid 8.7 in my opinion."
127,37,3,0," disappointed by the story telling.
","I hate giving a rating of 3, because I think the 100 has wonderful actors: Eliza, Richard, Adina... And I am sorry for them. I would give those a 10! (and of course same to Alycia and Ricky) But sorry... the story telling is so very weak now. I used to like the series but now they lost me. It is getting worse and worse: poor dialogue (never heard of the ""show don't tell"" guys?), characters deaths happening for shock value, extremely quick pacing and then long moments of boredom...And I find this AI think so very ridiculous...I am a sci-fi addict though, but I find nothing new here.I am mourning a series which could have been magnificent..."
128,38,8,1," Follow the light
","The third season of ""The 100"" is close to an end, and this episode offers one great twist that puts things in motion for a very interesting season finale.Lots of things are happening and the story-lines are starting to converge. Murphy is just trying to stay alive, Alie, with the help of Jaha, is trying to get Raven back into the team, while Raven is trying to get rid of omnipotent presence of the AI. Monty is trying to get with the rebels, and Kane is planning on getting Pike and giving him to the Grounders.The plot of this episode is heavy on shock and violence, something that ""The 100"" has been offering on spades since the beginning. There are for sure a couple of moments that will come out of the blue, and one of them is going to have huge consequences. That the show keeps walking this thin line without jumping the shark is amazing. It is a little bit slow (the peace goes up close to the end) but it is grim, very grim. Are the characters going to be able to rise to the occasion? Has Bellamy any chance at redemption? What is going to happen to Raven?The show has had many things going on this third season, even too many. Characters have died, relationships coming and going, distrust, betray, coups... This episode is more of the same, which is just plainly great. Will they be able to stop Alie from getting her objective?"
129,38,10,1," Holy cow this is so intense! Amazing episode I love it!!
","If the director and producers could see this message, I'd like to let them know that: Please keep the awesome job up! And don't listen to the pessimistic fake fan people who only care about Lexa. The last two episodes have been amazingly intense and entertaining! I was sitting at the edge of my seat. Finally the show is back into it's flow with awesome episodes. Keep it up!I rate this episode 10/10And for those of you that are still crying about Lexa and Lincoln, Please Grow Up and Stop being a Child. This a TV show about survival in a chaotic world. It is not a Soap opera! I am proud of the director for taking this route, thank you."
130,38,8,1," This episode continues to evolve and impress me with character development
",This episode opened with empowering cinematic performance that can only come from cooperative passion between visionary writing and acting. The latest episodes have been relentlessly taking the audience on a journey that is breaking us out of out comfort zones from traditional screen writing. I give applause to the crew for their boldness to challenge us to accept the reality that not everyone gets what they want. They are telling a story without compromise from pressures of the social norm. I can only hope The 100 continues this drama with integrity and without wavering. This show is a refreshing breeze in a market with saturated predictability concerning conflicts and resolutions. I am constantly left wondering to myself what will be done to escape or resolve the current dilemma to which I have yet to predict.
131,38,10,1," One of the Best Episodes
","This episode was excellent, one of the best out of the entire series.There are some ""fans"" out there down voting the episodes because their favourite was killed. Well she was not my favourite. Not by a long shot. And all of this ""sabotage"" makes me hate that character, and it is taking away from the brilliant story lines, and the diverse and exciting cast.This episode had everything, intrigue, excellent acting and plot falling into place. I cannot wait for the next episode. Lindsey was superb! This episode makes it feel like all of the different story lines are coming together, ready for a big finale. This show is not for people with a delicate disposition, but it never was. Watch with maturity, as some scenes can be graphic, but that does not detract from its excellence."
132,38,2,0," You should have canceled this show long time ago
","At this point I simply watch this show to study the stupidity and how fast they write it down the drain.Many good TV shows gets canceled because of low amount of viewers, this show should be canceled because it is horrible to watch.Dear writers of ""the 100"" your writing is stupid and boring please, make everyone die from a meteor blast or earthquake. Please just end it now.here is a free tip: For your next assignment.... if you want to write a good story. Do not create characters whom constantly do stupid things. The amount of stupidity in this TV show is crazy."
133,39,10,1," An intense, well-written episode with superb acting
","After this episode The 100 finally feels like itself again. The delinquents are back together, facing a problem and trying to fix it. The dynamics between the characters are what made this episode stand out. There was so much anger and hurt, Octavia wanting to leave, Allie/Raven trying to further her agenda and calling out the characters' weaknesses, Monty having to face something he might not recover from. However, while things are falling apart, it finally feels like everything's coming together. The story is moving forward again and the parallels, of which there was no shortage, brought meaning and emotion to an overall incredible episode. The acting deserves to be mentioned as well, since Devon, Chris, Bob and Eliza have all become parts of their roles and portray their characters beautifully. Lindsey Morgan, however, was the scene- stealer and perhaps deserves the most praise for giving a powerful, yet touchingly vulnerable performance."
134,39,10,1," the 100 is back
","The only episode (well, aside from the season premiere) that made me feel that it's finally back.I'm delighted by the delinquents being back and working together to save their friend. The fact that almost all of them were given more focus and conflict (and ultimately, resolution) in this one episode than the entire 3A was refreshing. Of course, my criticisms to this show/season aside, I still enjoyed this episode and it made me remember why I loved this show in the first place.A shout out to Lindsey Morgan's performance, too. Fans have been craving for Raven to be given the spotlight she so deserves. They managed to do so in this episode and my, it was glorious."
135,39,10,1," back to its roots
","I loved this episode because the whole gang was back together. It felt like the 100 again. The characters interactions were vulnerable, and caring. So fulfilling to see some of these characters who were apart for so long interact again. Paired with this great story, it all fit really well together. It was even a bottle episode which are never the best but this episode WAS SO GOOD. I was on the edge of my seat. My roommate could hear me gasp and say ""aww"" so much was happening. Really enjoyed the episode. Morgan's performance this episode was crazy good. This episode really displays what a range she has in acting. Really impressed. My roommate could hear me gasp and say ""aww"" so much was happening. Really enjoyed the episode."
136,39,10,1," Our delinquents attempt to save their friend Raven from the clutches of ALIE
",THis episode focuses on our main characters attempting to save Raven from the clutches of ALIE and the City of Light. This episode reunites our main characters with the sole focus of saving Raven. Emotional angst and rehashing of old wounds ensues. ALIE is in the background and sufficiently creepy. A nod to the Borg from star trek TNG. It will keep you on the edge of your seat and will run you through the gamut of emotions. The acting in this episode is completely on point and a nod is given to at least 2 famous cult movie. It is by far the best episode to date. At the end of the episode our main characters have a new goal. Don't listen to the haters this is a do not miss episode!
137,39,10,1," The 100 is back to its roots.
","Before I start my recap I wanted the causal viewers tell something. The reason for this episode and every episode since 307 has such a low rating is just the reaction of immature people who can not deal with the fact that fictional characters die on TV shows and now try to get the show canceled and look bad. Just in case you are wondering why a TV Show which episodes are usually rated with 8-9 stars drop to 5 within a week. The show is not getting worse - its quite the opposite: its getting better again. What brings me back to my intention. And bringing back is exactly what happened this episode. ""Nevermore"" is full of Season 1 vibes. We got the delinquents working together, no Arkardia, no Polis - just our heroes. We got back our dream-leadership- team Bellamy and Clarke. With this episode we go back to the roots of the 100. The core of yesterday's episode was the 100 - working and survival together. It was excellent. Lindsay Morgan killed it. Her performance was outstanding. Bob Morley could stay silent the entire episode and yet we would know and feel what Bellamy feels and wants to say. Eliza Taylor and the rest of the crew were also incredible. Best episode of S3 so far."
138,39,10,1," Excellent Episode
",One of the best episodes so far this season. Lindsey Morgan is one of the best actresses on the show. I'm also glad to see Clarke back with her friends instead of being stuck in Polis with Lexa who thankfully is no longer in the show.After episode 7 the show has began to really get started and we are seeing some action. Ignore the 1 star ratings they are just some butt hurt fans who are purposely rating the show low.The Alli SL as well the commander back story's have all come together and the Pike SL is almost ready to conclude. This season is quite different from previous ones.
139,39,10,1," Amazing Episode! Star of the Episode: Lindsey Morgan
","I think this episode was amazing!! Lindsey's performance was Emmy worthy! So good! Don't know why so many people are rating it down just because of the Clarke and Bellamy relation... Many people are being petty just because their favourite ship didn't last, and they're not recognizing the fact that this episode was the first big Raven focused episode, and Lindsey did a mind blowing job. Other than that, I think the character developments are going great for the other delinquents; as you can tell from how their behaviours have changed since the beginning of the series. So ignoring all the haters, I say Good Job writers and most of all: Lindsey you've just gained a devoted fan!"
140,39,10,1," This has been the best episode for awhile
","I am just so happy that all of the delinquents are back together. I am pretty upset that Monty has to kill his mom though, but someone had to do it. This might make him develop more.I feel extremely bad for Bellamy, yes he did do a lot of stupid things, but he feels bad about them obviously. He cant change what he did. Everyone has done stupid things some more then others. He should have gotten a talk maybe to see what he did was wrong. but he did by Niylah and she might even say more about it next week. Who knows? All I know is he will get better and see that what he did was wrong and he needs a change in character.Lindsey Morgan did a great job she should be extremely proud of her performance. She is literally so great. I hope she doesn't get that hurt anytime soon or at all.At least Octavia sees that she does have people around that she works well with. Jasper is finally getting over his rut I think. This episode was great and nothing anyone can say will change my opinions. I keep watching the show because I love it and the actors. Next week I bet the episode will be as god as this one, I hope."
141,39,10,1," Best Episode of the Season (Tho That's Not a High Bar...)
","This season has been rough, inconsistent, gratuitous, rushed, and written fine at best. I've honestly been debating dropping the show-- the only thing that has kept me going is a couple characters, Raven included. This episode made me think there might be hope for the last couple episodes of this mess. The 100 is definitely strongest when the core characters are together, using their unique talents to solve a problem. Lindsey Morgan was incredible in this episode, and I couldn't be more proud of her and the rest of the cast. There were even some jokes in this episode, which I've sorely missed this season. Honestly, I enjoyed it. I hope I can continue to enjoy this show which is near and dear to my heart."
142,40,10,1," Captivating and Heart Clinching
","Great episode, captures the growth of the characters on a totally different level. Does not just focus on Clarke the whole episode though which is what makes it amazing. Although Clarke is the main character and in a huge portion of this episode, it does get tiring to only see her and not many other characters. So I am glad Bellamy, others get a chance to shine and for their character to develop. I totally don't see all the negative reviews for this show. It seems like they are all just because they killed off Lexa a couple episodes ago. Shame that people still aren't over it. The only thing I don't really get is the ""maybe there are no heroes"" theme."
143,40,10,1," The 100 is BACK
","This was a great episode. The 100 are for real back together now--including Raven! The key to the 100's appeal is the characters, and the characters shine best when they're together. This episode feels like we're returning to what the show's success was based on. In terms of the episode specifically, the writers tried to add a bit of a horror theme to this one. But the real appeal is the character scenes. Some excellent moments for Bellarke fans (whether you ship them or just ship them platonically) and some touching moments for Jasper, Octavia and for Raven. Surprising developments on the Murphy front back in Polis. We can start to finally be really excited about the direction the show is going this season. Can't wait until next week!"
144,40,7,0," Entertaining filler
","After saving Raven, the group heads back to Arkadia, where an unexpected enemy is waiting for them. At the same time, Murphy meets an old friend with unexpected consequences.This episode of ""The 100"" doesn't advance much the story, and it is more a filler than anything else, even though it has a couple of very important/touching moments. The group working together again is a nice touch, but the story for the episode is not a especially interesting one, as the group has to face an ""unknown"" enemy who seems to be picking them one by one.As it plays, the episode seems a homage to horror movies about monsters lurking in the dark, with characters getting picked up one by one. It is entertaining though, as the action and the tension are nicely done, but it is not something you have not seen countless of times on movies or TV series. If not for the characters the viewer has come to care about, it would be a run-of-the-mill kind of episode, competently done, but nothing more."
145,40,7,0," Weird.
",This episode is weird. Not much happens. Story barely progress. There are pointless plotpoint that we don't know what is it for.
146,41,10,1," The 100 is an amazing show!
","To all the butt hurt Lexa fans, please stop rating the episodes with one star. No amount of disrespect and hatred can bring her back to life, so get a life and move on. Seriously, it's extremely disheartening for the writers to see a bunch of one stars, and it isn't going to make them feel sympathy for you. Rather, it damages your bad reputation even further. Don't watch the show anymore if your favorite character dies, fine, but don't spread the hate to others. It's not cool, and I'm pretty sure you only have the guts to say those nasty comments because you're protected by a computer screen. Thank you, and have a nice day."
147,41,1,0," Misses the Mark
","The 100 once again delivers poorly constructed allusions to Christianity, mixed in with a bastardization of plot lines and scenes already done by Game of Thrones, along with attempts at emotional character redemption that fall flat and rushed on multiple accounts. The attempt to get a typical teen drama from the CW into the ""Big Leagues"" of emotionally devastating and engaging TV dramas like GOT and The Walking Dead is admirable, and might work, if the writers recognized what is and what isn't appropriate in terms of the pacing and overall construction of story arcs. All that's been building up could have been lovely storytelling had crucial factors such as character development and continuity factored into the decision making process of recent episodes. Overall, another disappointing episode that had potential to be great if the developments made had felt organic rather than manufactured."
148,41,10,1," A perfect episode
","The 100 continues time and again to deliver quality television. The acting is great and the story is top notch. The writing and pacing have improved significantly in the second half of season 3. This show is not intended for children or immature people. It has strong adult themes that are best viewed by mature adults who are capable of separating fantasy from reality. ""Join or Die"" was filled with excellent cinematic choices and a strong forward motion in the plot. The focus on the delinquents is always the most successful path for The 100 writers and this episode was no exception. Bravo to the writers and creative team for The 100. You are doing great work."
149,41,10,1," To the Producers and the Directors
","I've been watching The 100 ever since the first Season. Over the years The 100 has become different, it has evolved to target a larger audience, it just feels a bit different. I don't mind the mass genocide of the cast, change is necessary for the survival of this franchise. I don't mind if you kill Heda, she needs to move aside for the story to continue, I've learned that when Finn had to die.This episode gave me old memories and returned me to the universe of The 100, I believe the music at the end did this, but also the flashbacks, either way, I would hope the producers and the directors would go back to target my audience as they did in season 1. Thanks, I'm a boy, 21 years old."
150,41,8,1," Is there any chance of survival?
","""The 100"" is reaching its third season climax and it is doing it with another great episode, with great action, good plot developments and so many things and so interesting happening that there's not a moment respite. On the down side, a couple of plot developments are not very original, but being as good as this episode is, it can be forgiven.Clarke, Bellamy, Octavia and Jasper are on a mission to find Luna. Murphy gets a nice visit from Pike, with unexpected consequences. And Kane... well, Kane has problems of his own.All three story-lines are nicely done, with good acting, action, tension and surprises. Probably Kane's the weakest, even if Cusick keeps the character being one of the most interesting of the show. Murphy, Pike and Indra's prison meeting seems to be telling the viewer: antagonistic-enemies-will-become-partners, but is another good moment for the show, with visceral feelings. Clarke's and company mission is quite interesting too, and it makes you wonder more and more about what the show can keep offering. It seems getting Luna's help won't be as easy as they expected.It is actually amazing how ""The 100"" keeps developing characters, fresh story-lines and engrossing moments.But can they stop the City of Light dwellers? Or is it just too late?"
151,41,8,1," Back on track
",This is the first OK episode after a long time! Hope they'll keep it that way
152,41,8,1," I enjoy it but it looks really messed up.
",The story is so same same. It feels too ordinary. Many cliches. The character's development right now is so dull. It's just too messed up. But though I enjoy it.
