,num-episode,review-score,positive-negative,review-comment
532,41,8,1,"Like the previous episode there are some nice scenes, but I still don't think the season has gained momentum yet."
474,36,8,1,"Season 4, episode 7. Tyrion tried to find a champion and Oberyn Martell answers his call. The Hound gets hurt, Arya causes him problems but helps to heal him. Brienne and Pod meet Hot Pie and find out that Arya lives, discusses Arya and Sansa's whereabouts. Littlefinger kisses Sansa while her mad aunt looks on. 8.5/10"
475,36,8,1,"This was a very full episode of Game of Thrones. Aside from a weak interlude in Dragonstone, all of the various plotlines were very engaging as the performers once again elevated their game."
476,36,9,1,"Story (5/5)Moving Forward.
Soundtrack (4/5)Dialog (5/5)Graphic (4/5)Reasonableness (4/5)Entertainment (5/5)A lot of ohhhhh moment in this episode.
Overall (4.5/5)"
477,37,10,1,"Amazing episode. I think as good or better than ""The Laws of Gods and Men"". The last 3 episodes of this season are definitely going to be a crazy ride, and this episode starts it off. Like almost every episode this features great acting and dialogue, but this also has a couple great action scenes. All the plays and events from this season and really the entire series, are coming together and things are going to places I could have never seen coming. It is amazing to think back on what many characters used to be like in the beginning of the series, and what they are like now. This episode is really going to make you emotionally exhausted from the events you are about to witness. This show has always screwed with my emotions and this episode is no different and is pretty unpredictable. This episode is one of the most intense episodes of the series. It is going to be a long week waiting for the next episode and I can't wait to see where the final two episodes go from here."
478,37,9,1,"There's been a lot of epic episodes in season 4, but this one takes the cake. Some viewers have expressed being turned off by the violence, but time for them to wake up, this is exactly like it happens in the book. And I for one applaud it when the show copies the book word for word, scene by scene. The final show down in this episode is exactly as it is written on the page. They speak the exact same dialog from the book too. And yes, it is shocking, yes it is violent, welcome to Game of Thrones. It's when the show departs from the book, that the quality lowers. There's been a fair few moments like that in this season. But not this episode. Good for them for not trimming any of the violence as it was in the book. It needs to be this shocking for it to work. That is what makes the scene great.There's also some incredibly good dialogs, and foreshadowing of future events in this episode. Like Arya's discussion with the Hound about the use of poison, or Littlefinger's remark how some people die on their chamberpot. The book readers are more likely to pick up on these subtle nods to things that are still to come. There's even some early foreshadowing by Prince Oberyn himself before the fight starts. It's just a very clever episode. And we still have two more epic episodes to come before this season is over."
479,37,10,1,"This episode was mind boggling. Even having read the books, seeing the events unfold in real time, was just amazing. Sansa seemed to have finally caught up to the game of thrones world, while a heartbreaking truth was revealed to Dany. Arya and the hound had a short but a memorable scene and the Grey Worm scene was a fun side scene. Poor Tyrion is expected to watch his champions fight for both their and Tyrion's life. The last five minutes were intense and the ending was one of the most shocking and gruesome that had only been achieved previously by The Red Wedding. Hopefully poor Jon Snow will be able to handle the wrath that is about to come to the wall. 10/10 for this episode."
480,37,10,1,Best episode ever!Fight between mountain and martels was great and ended in a really unexpected way!
481,37,10,1,"The Mountain and the Viper is another classic episode for Game of Thrones. Not only is it as interesting as I thought, but it advances the story lines left in the previous episode including the story-arc for Tyrion if he can either be spared or sentenced to death and the ending is really suspenseful.The performances are still compelling, the storyline/script is well-written, the music score is great and suits the combat sequence really well, the writing is superb, the characters are still believable, the pacing, once again, never drags, the directing and editing is even sharper, and the scenery and sets is really solid. Also, the combat sequence is well-choreographed. So, overall, another epic episode and great set-up for the last two episodes. :)"
482,37,10,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.Season 4 was a great season with none of the episodes being less than very good. Even thought ""Oathkeeper"" was great, regardless of its treatment of the source material that upset a number of fans. ""The Mountain and the Viper"" is another example of Season 4 and 'Game of Thrones' overall being on peak form, while having a marginal preference for ""The Lion and the Rose"" and ""The Laws of Gods and Men"" as far as previous episodes go. The final fight scene is the most touted scene of ""The Mountain and the Viper"" and often considered an episode highlight. No wonder, it is full of intensity and suspense, if not for the squeamish (it is one of the show's most gruesome scenes up to this point), and is then capped off with a shocking twist that leaves fans aghast and anxious to see the next episode.But it's not just that scene. The interplay between Daeneys and Jorah has a subtle tension and engrosses and Littlefinger and Tyrion are awesome. As always with 'Game of Thrones', the acting is superb. Pedro Pascal, Aidan Gillen and Peter Dinklage are particular knockouts though Charles Dance and Emilia Clarke are also excellent.Visually, ""The Mountain and the Viper"" looks amazing, as one would expect for 'Game of Thrones'. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. The visual effects are some of the best of any television programme and are not overused or abused, the scale, the detail and how they actually have character and soul are better than those in a lot of the big-budget blockbusters. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""The Mountain and the Viper"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.It is hard not to be bowled over by the quality of the writing, outstanding isn't a strong enough adjective to describe how good the writing is once again. It always has a natural flow, is layered and thought-provoking and demonstrates a wide range of emotions such as suspenseful tension, poignant pathos and witty humour. The story is paced beautifully, structured with such nuance and attention to coherence, a high emotional level and is done with intelligence, passion and sensitivity.Summing up, 'Game of Thrones' does it again with another Season 4 winner. 10/10 Bethany Cox"
483,37,10,1,Part of Game of Thrones' excellence has been in managing to maintain huge suspense and excitement in spite of the fact that many millions of viewers who have read the books already know what's coming up.
484,37,10,1,"Episode 8 of season 4 was as amazing as we expected it to be. Emotionally exhausting, it certainly kept me on my toes. It combined thrilling action with impressive acting and raging emotion. It certainly is one of the best-if not the best so far-and serves as a promise that the last two episodes of the season are going to be breathtaking.The most important thing is probably the fact that this episode involves some of the most intense and emotionally charged scenes in the history of Game of Thrones. Despite having read the books, it still made my skin crawl in anticipation. It certainly caused an adrenaline rush!"
485,38,10,1,"I've even seen episodes like Rains of Castamere, Hardhome and Battle of the Bastards. Although for me, they are very close to be the best, I am just want to be honest with myself. This episode ain't even one of the top episodes but this gave me one of the breathtaking moments I'd experienced. It keeps you on edge of your seat. I even clapped on some moments on this episode and also after it ended.It shows the best battles and the outstanding direction by Neil Marshall. This episode is very underrated for me. But all of us have different taste and opinions so we and the best thing to do is enjoy this very amazing show."
486,38,10,1,"The anticipation for this battle has been a long time coming, and it didn't let me down at all. Features a very intense battle , with amazing fight scenes. I enjoyed this personally more than any of the other battle scenes. A couple of great dialogue scenes as the calm before the storm, before the battle begins. With how this show has been about not being shy about killing off anyone, it really makes it so intense in that you feel any and all the characters are really in danger. The battle lasts for the majority of the episode and doesn't slow up from the time it begins, until it ends.This episode has some of the most amazing visuals and sets so far on Game of thrones. With all of the giants and creatures we have been teased with, you really get to see all of it this episode. It has a long continuous shot towards the end of the battle which was pretty awesome as well. The finale next Sunday should finish off, in my opinion, the best season yet."
487,38,10,1,"I'm pretty sure that the story on The Wall is not one of the big favorites for most fans of the show. And it makes sense. There really hasn't been anything that truly stands out story-wise in terms of The Wall. Jon Snow has always been a well-liked character, but widely considered a boring one. It also didn't help that this episode immediately followed the epic end to the last episode, and I'm sure all fans are dying to find out what happens to Tyrion, so being forced to wait a week longer than they had hoped does not help. And that's part of why I was so excited for this one. I feel like this is a turning point in the storyline for Jon and The Night's Watch. From here on things are only going to get more interesting from here. The episode itself completely surpassed my expectations. Like the amazing Blackwater episode, this was another episode that revolved simply around a battle, The Battle of Castle Black. And boy was it a doozy. My heart was pumping fast from start to finish, which is definitely a sign of amazing television. Also, not only were there big action moments, but also amazing character moments for the likes Jon and Sam, and even some of the less important characters throughout like Pyp and Grenn. I also loved (and was sad) at the way Jon and Ygritte's reunion was done, and Ser Alliser proving that while he may be a dick, he's a good leader, unlike that cowardly Janos Slynt. Personally, I think that things are only going to get even more exciting for the storyline here at The Wall. The ending definitely left more to be seen for this storyline to come next episode, and book readers know that something's coming next episode that will completely change the current way things are in the Night's Watch. Overall, an amazing and action- packed episode at The Wall that I also think has served as set up for even more awesome things to come for this storyline. Also, this episode living up to the expectations of being the BIG Penultimate episode of the season (Season 1: Ned's beheading, Season 2: Blackwater, Season 3: Red Wedding) proves once again why Game of Thrones is simply the best show on TV right now."
488,38,10,1,"Oh man, this one is certainly out of this world. The cinematography and choreography are on their own level, man. They're breathtaking, seriously jaw dropping. There are so many highlights regarding this episode, from its emotion to the battle scenes to its ending to the action-violence mayhem, some great dialogue, visuals, writing/plot, structure, and great directing, it makes for a strong and promising episode. Some scenes are particularly sad and heartfelt and captures its dramatic and melancholic essence so well. The battle between the Men of the Night's Watch and the Wildlings is utterly superb, seriously its own level of awesome. If you thought Blackwater was great, which it is, then this is just as good if not better. Acting is solid and there are some great scenes with chemistry between Sam and Jon, Jon and Ygritte, etc. Ollie has to ruin everything the idiot. This might be my joint favourite episode of the season and it's in my top ten Game of Thrones episodes. Ever. Jon Snow truly shines and stands out as the best in this one, heroic and strong. Up until this episode alone, this is a top five in the series. You gotta see it, even just for the last 20-25 minutes alone because it's bewildering entertainment. Truly epic."
473,36,10,1,Another exciting episode with lots of action and a great story
472,36,10,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.Season 4 was a great season with none of the episodes being less than very good. Even thought ""Oathkeeper"" was great, regardless of its treatment of the source material that upset a number of fans. Alongside ""The Lion and the Rose"" and ""The Laws of Gods and Men"", ""Mockingbird"" is one of the season's best. ""Mockingbird"" does mainly set up what is to follow, and it does that brilliantly. But it doesn't feel like an episode that does just that and nothing else, there is much more to ""Mockingbird"" than just set up and filler. It is also an episode that is surprising, suspenseful and emotional with a good deal going on without feeling that there is too much of it. Although all the cast are superb, with not a weak link, once again Peter Dinklage is particularly brilliant. His performance may not quite be the powerhouse than in ""The Laws of Gods and Men"", but Dinklage does prove why he is a fan favourite and one of the main reasons why 'Game of Thrones' is as popular as it is.Visually, ""Mockingbird"" looks amazing, as one would expect for 'Game of Thrones'. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. The visual effects are some of the best of any television programme and are not overused or abused, the scale, the detail and how they actually have character and soul are better than those in a lot of the big-budget blockbusters. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""Mockingbird"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.It is hard not to be bowled over by the quality of the writing, outstanding isn't a strong enough adjective to describe how good the writing is once again. It always has a natural flow, is layered and thought-provoking and demonstrates a wide range of emotions such as suspenseful tension, poignant pathos and witty humour. The story is paced beautifully, structured with such nuance and attention to coherence, a high emotional level and is done with intelligence, passion and sensitivity.In summary, wonderful. 10/10 Bethany Cox"
471,36,8,1,"It's another good episode, with several interesting scenes. But as a whole it seems to lack some momentum."
470,36,9,1,"My goodness this is a great series! It is amazing that when an episode isn't as good as another, it is still better than just about everything else on TV. Of course, the focus is Tyrion, who must now find a champion, someone who is willing to risk his life for the little guy. Jaime has already laid into him for his rant against Cersei and Tyrin and the betrayal of Shae. You can't blame them when you see the giant they are going to have to face. Meanwhile, Sansa and Littlefinger are finding their ways at the Ayrie with that goofball woman and her wimpy son. Arya and the Hound are the odd couple. He is attacked and bitten and this is going to be something we know is going to have an issue with. His fear of fire is possibly going to be the death of him. Dany get in the sack with her new guy. Brienne is without a doubt one of the neatest characters. She is showing some weakness at times. She and Pod must really appear strange together."
452,34,10,1,Another exciting episode with lots of action and a great story
455,35,10,1,"I have really enjoyed this season of Game of Thrones, more so than the previous 3. And it's because of episodes like this.The Laws of Gods and Men has topped the previous episode as Season 4's Best so far. We get everything in this. Action, Blood, Brimming tension, BRAVOS and some powerful, heartbreaking character moments. The pacing of this episode was consistent, the multiple plots have surprisingly yet to fall flat, with the audience getting some more Reek, if a little too much for our tastes in a deliciously creepy scene.Oh, and i have found that Peter Dinklage's (Tyrion Lannister) performances have been a little too familiar in the past season and a half, but boy didn't he bring it all to the table here. It was a compelling and powerful performance by Dinklage that made the final 10 minutes of this episode some of the most satisfying of the series.On a whole, this is Game of Thrones at it's best. Sharp Dialogue. Tense action sequences, Stunning Special effects (for a television production) and a powerful ending. A Masterclass. Peter Dinklage... WELCOME BACK!"
456,35,10,1,"I don't have time to write much about this episode. However I loved it! One thing to remember though: The three last minutes of this episode was rhetorically and emotionally the best actors performance I have seen in years. These moments will make Peter Dinklage very famous! Nothing more to say apart that this actor will have a prosperous future, if he can stand on this level of performance. Not only his strength of speech, also his mimic and the passion of showing emotions was fascinating. If I have to imagine that this acting performance was shown in a series... my god... lots of actors still have to train so much in movies. 10 thumbs up!"
457,35,10,1,"Great Episode. In my opinion, the best of the season. Game of thrones is an extremely complex series with a substantial number of characters and stories to tell. In this episode things seem to take a large dramatic step and things really started to heat up. Several of the main characters make major plays and things fall into place from events set in motion long ago. The writing for this series is so well written how they develop their characters into such great depth and they continue to become more complex and interesting. One of those in particular took such a dark dramatic turn from what it once was in the beginning of the series. The last 15 minutes of this episode alone makes it one of the best and features some of the best dialogue, writing and especially acting of the series."
458,35,10,1,"Finally, he gets to do what he is best at. Tyrion Lannister is a fighter, stood against all odds and smarter than anyone in the seven kingdoms! The episode was something ""edge of the seat"" thing. Unlike previous episodes of the season, this brings to the fore a more character in the GOT. Good to see the Bravvos for the first time and a power packed performance by Ser Davos, a brilliant & convincing speech. The episode was a delight, in short!! Looking & hoping ahead more episodes matching the same standards. Besides setting a benchmark for the forthcoming episodes, this one has also given an indication, yet making it extremely secretive, of what lies ahead..yes!! More drama and more suspense, and I bet no TV series has ever gone this far to make its audience cling to their seats and waiting for Sundays to come. I could not resist thinking of what would be the next turn of events...I am not an ardent watcher of the serials but GOT has really got me this time for which I would be glad for my entire life. Tyrion you are all time favorite man!!!"
459,35,10,1,"Best episode. The writing, the directing, the intense drama and most of all the standout acting by Peter Dinklage makes this episode the best of the season. Thoroughly improvised, so I've heard, and beautifully written. Shae delivers the performance of her role and gives the proper support to Tyrion Lannister's breakout scene. It's exciting to see the events that lead on from this episode. Tyrion's outburst is the highlight of the entire episode. On the other side we see The City of Braavos.A must-watch episode of the series.10/10"
460,35,10,1,"It's very sad to come here after nearly 5 years to say this about the show, this season was the golden age of the show and this episode is its peak, sorry to say that. the show started to decline after that until the catastrophe of season 8 :( . love these days"
489,38,10,1,"Over the past 3 seasons, the 9th episode of Game Of thrones has always delivered something tantalizing. Something grueling or heartbreaking or down-right epic. And 'The Watchers on the Wall', the 9th episode of Season 4 most certainly kept this tradition going, with an incredible episode.From the start, the unshakable sense of dread makes you nervy, i mean really. This battle has been building up since the first season. And boy, it delivered. It was a mighty spectacle to behold. The action sequences were some of the best this show has ever had. The epic nature of this episode is unrelenting. It was at times powerful and heartbreaking at the same time. It really did deliver. Neil Marshall, who also made season 2's battle of Black-water showed us that he is the go to man for large scale chaos. To put it simply, Season 4 of Game of Thrones has easily been the best season. And it's because of episodes like this. Transcending the boundaries of television to bring us quality like this. It is truly Unforgettable."
461,35,10,1,"The Laws of Gods and Men is where things started to get real in this season! Not only is it even better than the last three episodes, which were great but not nearly as excellent as the first two, but it raises the stakes for Tyrion Lannister to either be proved guilty or innocent after the death of King Joffrey in episode 2. Take for instance, the court scene where Peter Dinklage gives out the most epic speech in the entire show with this quote.""I will not give my life for Joffrey's murder. And I know I'll get no justice here. So I will let the gods decide my fate. I demand a trial by combat."" That line made this whole episode worth it. Everything else is still awesome. The storyline and script are still well-written, the dialog is even more compelling, the pacing's tight, the directing is fresh, the scenery and sets are still lavish, the characters and the relationships still shine, and the music score particularly in the background scene in the court is terrific. So, overall, another classic episode thanks to Peter Dinklage's epic performance."
463,35,10,1,"The end Great!!!!!!!!!!, just woooooooooooooooooooow"
464,35,10,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.""The Laws of Gods and Men"" is a season high of the fourth season (a great one, am aware that some do dislike ""Oathkeeper"" for its treatment of the source material, personally don't share that dislike though the episode is still not a favourite of mine), tied with ""The Lion and the Rose"". Also one of the magnum opuses of all 'Game of Thrones' episodes, along with ""Baelor"", ""Blackwater"" and ""The Rains of Castamere"" as far as previous episodes of 'Game of Thrones' go.While the whole episode and its various storylines is thoroughly absorbing, with the right amount of tension and emotional impact (like with the whole stuff with Yara), it's Tyrion's trial that has been the most talked about scene for good reason. Not just one of Season 4's best scenes, Tyrion's speech being absolutely earth-shattering in its power and one is with him every step of the way, but one of the best in 'Game of Thrones' history from personal opinion. All the performances are uniformly excellent, but it's the phenomenal powerhouse that is Peter Dinklage is the one who burns into the memory and in a different league to everybody and anything else. While he was nominated for an Emmy for his performance, he should have won it.
Visually, ""The Laws of Gods and Men"" looks amazing, as one would expect for 'Game of Thrones'. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. The visual effects are some of the best of any television programme and are not overused or abused, the scale, the detail and how they actually have character and soul are better than those in a lot of the big-budget blockbusters. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""The Laws of Gods and Men"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.It is hard not to be bowled over by the quality of the writing, outstanding isn't a strong enough adjective to describe how good the writing is once again. It always has a natural flow, is layered and thought-provoking and demonstrates a wide range of emotions such as suspenseful tension, poignant pathos and witty humour. The story is paced beautifully, structured with such nuance and attention to coherence, a high emotional level and is done with intelligence, passion and sensitivity.Concluding, magnificent episode and a season and show high-point. 10/10 Bethany Cox"
465,35,9,1,"Our dwarf brother is again the target of his own family. He rests in prison until Jaime comes to see him. Jaime tells him that if he pleads for his life, he will be saved and put in the guard to live out his days. He shows himself to be a man of great resolve and integrity when those who have been true to him (and vise versa) look out for their own butts. His own father presides and, as is the case with kangaroo courts, allows him no defense. Even Shae is brought in to testify against him. Meanwhile Jaime seems filled with guilt and anger. We all know that his father has no care for any of his children, only his own lineage.We get to see the Iron Bank and how Stanis is able to get money from there. We also have to wonder what Theon/Reek is being asked to do after he has been brutalized into losing his identity; now dead to his sister who tried to save him, he is going to become a force of some kind. He will now play Theon, who, for now, he's never heard of. News of Dany and her forces (and dragons) is becoming common knowledge to the Lannisters and is a force to be reckoned with. Very well done episode."
466,36,9,1,"A very good episode which features some great dialogue exchanges and really grabs and holds your interest for the duration of the episode. Along with the previous episode, major decisions and events were set into motion and we will see the results in the final three episodes. Game of thrones never really has simple transitional or filler episodes, and this definitely is not either. Two of my favorite characters are heavily featured in this episode. The first sees an opportunity to try and right some of the wrongs of his past and makes complete sense looking back on everything this season and I'm sure many even saw this coming. The other, probably the most devious mastermind of them all (in my opinion), is constantly manipulating everything and everyone around him for his own personal current and future advancement. Nothing is ever as it seems with this character, and the only thing you can predict with him is that he will make himself better off. By the end of this episode you will may become a little angry due to the fact that you have to wait a week until the next episode. I for one cannot wait to watch these next three episodes play out, it should be one wild ride!"
467,36,10,1,"No Spoilers ahead!!After his great speech in the last episode, and on his demand of trial by combat, Tyrion is rescued to his cell. Jaime comes to meet him there and tells him how he's lost this golden opportunity to live out of the trial. But Tyrion says that he'll not join the castle for a crime he's not committed. Then they discuss about who's going to fight for the crown and who for Tyrion. I'll stop here about it. In Meereen, things are going to change a little bit. The Hound is having some tough time along with Arya. Brienne and Podrik are wondering where Sansa might be and they meet an old companion of Arya in their way. And ""the mockingbird"" is a special treat for you to watch! Not gonna spoil that!Once again, Peter Dinklage succeeds in sending chills down your spines with his brilliant acting along with an extremely brilliant background score. This episode is directed by Alik Sakharov, who won an emmy for his brilliant cinematography in the TV series 'Rome'. Here again, some shots will leave you mesmerized. This is the one episode of this season, where many ""important"" things happen. And I mean really really important. Watch out."
468,36,10,1,"Mockingbird is another classic episode. Not only does it live up to the previous episode in a compelling way, but it raises the stakes to what would happen if one person can win the combat to either spare Tyrion or sentence him to death.The storyline's still compelling, the writing is still superb, the performances still shine especially Peter Dinklage who continues to make Tyrion Lannister more believable, the pacing's great and never drags, the editing and directing are sharp and crisp, the scenery and sets along with the costumes are still neat, and the music score from Ramin Djawadi is even more terrific and suited the combat sequence really well the same way he did for the action in the previous episode. So, overall, another classic episode that engaged me. Thumbs up! :)"
469,36,10,1,This episode again steals the show with the awesome acting of Peter Dinklage and Maisie Williams.Although some of the characters seems to be weak but the story line keeps you the the edge of the seat.Also the ability of GRRM to create the suspense and end it in the most unexpected way makes us feel that he is unique in the art of story telling.The reappearance of the red-women Malisandre and her dialog pushes the story deeper and to more complicated plots.The number of different plots also increases but its admirable that the director has managed to keep most of them covered in this episode.The twists are bloomed by the previous episodes content.The link of the episode to unexpected characters makes it more interesting.All the acts and scenes prove their significance with its epitomized direction.The chemistry of Daario adds to some extent of unsatisfaction but is well handled by Jorah.The only thing that I think is missing in this episode is the absence of Bran and company.But at the end it was perfect with the masterstroke of LittleFinger.Viva la GOT!!!!
462,35,10,1,"Episode #6 was 'the best' episode of all the seasons of Game of Thrones. It was a sensational speech by Tyrion in his defense. It was simply out of this world, fabulous speech. I felt goose bumps like never before. I have put up a wallpaper on my laptop, on my phone, on my tablet of: ""If Tyrion dies, we all will riot"" Hail Tyrion!!. There has never been such a great show ever before on this Earth. Game of Thrones smashes all the records of other shows as expected. I would like see no end to this show, it should run eternally. I hope Tyrion gets justice and the sinner gets his punishment. But most of all the things I am relieved is that now King Joffery is dead, he was no way near of title, 'A Noble King'"
533,41,8,1,Almost nothing new in this episode. Story is moving forward without surprise. But i like the Cercei's part.
490,38,10,1,After the very bad last 2 seasons I began to appreciate the first 6 seasons and especially this episode wow I think I lost count for the amount of times that I watched this episode I loved every second of it
588,47,10,1,One of the best things ever shown on tv!no need to say more!
515,40,9,1,"Now that I've reviewed four seasons, this episode and some of the later episodes of season 5 is where I watched Game of Thrones on television. Because, like I said before when I reviewed Season 1, I had to catch up with the entire show online. So, with that out of the way, time to review Season 5 starting with this one.The Wars to Come continues where Season 4 left off with the two Stark girls heading off in different directions Arya and Sansa while Tyrion with the help of Varys arrive at Pentos after escaping from the Lannister family after being sentenced to death. Also, Jon Snow is continuing his duties at the Wall before two kings arrive, which finds himself caught.The first episode of Season 5 is a great episode. The performances are still good, the storyline's nicely written, the new characters are well-introduced, and the pacing never drags. My only quibble is that it doesn't quite live up to the high standards set by Season 4.Don't get me wrong. The writing's fine for the most part, but the reason I think Season 4 was the best because it raised the stakes to the events that would happen to some of the Lannister family members, the action sequences were engaging, the writing had gotten progressively stronger, and the character development was even more fleshed out.But while this episode isn't excellent, it's a great start to season 5 and looking forward to see how things will turn out."
516,40,9,1,"As RavenGlamDVDCollector, I am not really here for the story, No, I am that pseudo stage-door-Johnny bringing flowers for the actresses. But I must speak up, give credit where credit is also due.Much of my contributions for IMDb is usually before having seen the entire episode, and I noticed that other reviewer going ""disappointing start, nothing significant happens"" and at about midway, I kinda saw it was down from the previous season, thought this bit of me having jumped (however belatedly) onto the GAME OF THRONES bandwagon, full fury and throng, well, now it's past the apex anyway, like other reviewers say, bah...Fortunately though, turns out, not the case...This show does something IMMENSELY right. Look, I'm here for the actresses. I joined up for the beauty of Emilia Clarke. GAME OF THRONES was suggested to me by a friend who showed me a sneak preview in the knowledge I'd flip my lid. You get the picture, I'm sure you do.But I've recently had one of my few deviations in my reviews when I praised Peter Dinklage's performance in that episode last season, his confrontation in court with Tywin. I've just realized that something similar happened here. This is all about respect.Mance Rayder wasn't even that much liked by myself up till now, but I'm glad to report that on a freezing cold winter's morning (I call it my GAME OF THRONES Winter Is Coming The Wall Sensurround), here I sit with tears in my eyes. Like Ser Allister, when the chips were down, this guy really showed how to fly the flag.You will have to watch for yourself. I'm not giving the outcome away.A powerful word is invoked here. Respect. This show, through sparse scenes with a vast multitude of characters, achieves greatness beyond what I could possibly convey. These characters, whether good or bad, that doesn't matter... They're destined to be immortal legends in this modern classic.Coming from me, here for the actresses, much, much impressed by these stellar performances, this is the HIGHEST RECOMMENDATION.So scr*w the other reviewer... :)"
517,40,8,1,"The episode starts off well, but to me it doesn't really pick up enough speed. I find it a good, but not great start of the new season."
518,40,8,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.""The Wars to Come"", while not living up to the previous season's finale ""The Children"", is a very promising start for Season 5. It is not the most dramatic, action-packed, story-advancing or most emotion-filled of episodes, instead going the slower, more reflective and intimate approach. This is not a problem because, although some may disagree, 'Game of Thrones' has shown numerous times that it does these types of episodes excellently. Some characters are better developed than others, Tyrion continues to have plenty of meat to him and is getting more fascinating with each episode. Am also really appreciating Cersei getting more development and becoming more prominent. Sansa is rather bland though.The episode does a great job beginning where the previous season left off, reminding us of what happened and sets things up for what is to follow. There is not a massive amount in terms of character progression however, though it's certainly evident if not quite deep enough, and other episodes have done better in moving things forward.'Game of Thrones' has always been strong when it comes to acting and ""The Wars to Come"" is not an exception. Peter Dinklage can do no wrong, he is a fan favourite for great reason, and Lena Headey, Aidan Gillen and Emilia Clarke also do a huge amount with their characters.Visually, ""The Wars to Come"" looks amazing, as one would expect for 'Game of Thrones'. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. The visual effects are some of the best of any television programme and are not overused or abused, the scale, the detail and how they actually have character and soul are better than those in a lot of the big-budget blockbusters. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""The Wars to Come"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.It is hard not to be bowled over by the quality of the writing, outstanding isn't a strong enough adjective to describe how good the writing is once again. It always has a natural flow, is layered and thought-provoking and demonstrates a wide range of emotions. The story is still riveting, even with the quieter and slower approach to the storytelling, and has enough passion and sensitivity. Overall, promising start to Season 5. 8/10 Bethany Cox"
519,40,9,1,"I was a fan of ""Game of thrones"" first season. After death of Eddard Stark (Sean Bean) I lost previous interest for some reasons, mostly because of huge number of characters and subplots. I watched all the seasons but not joyfully. I was planning to continue watching like this, but something happened.The day before season 5 premiere I watched ""Game of thrones: a day in life"". It is a behind the scene short movie. Great amount of accessories and number of cast & crew was astonishing. I was really impressed which changed my point of view.Besides, although there is no ""previously on..."" in s5 e1 but, wisely, the past events are narrated by characters, for example death of Tyrion's mistress by himself and so on just in time. We also see all of main characters except Arya (Lord Stark daughter), I guess. Game of thrones fifth season had a powerful beginning. I wish (and I am sure) all the fans will be satisfied"
520,40,8,1,"A lot of new character's purpose, story are moving forward and building up to the War to come."
521,40,9,1,This episode is very good one of the best in season 5
522,41,8,1,"Greetings from Lithuania.Both first episodes of season 5 are 8/10 in my opinion. While the story haven't moved drastically or very intriguingly, it's still a show to wait and to admire. The production values here are like no other - you can simply watch this show for production values - they are truly create this rich world.Acting was as usually very solid from everyone involved. Directing is good, but this show has seen better, as well as writing. It's good, but not as good as it gets and this show has featured some series that were as good as they could possibly be.Overall, season 5 started good, but not great. I know that it's a slow burner start which will definitely lead us to a great and unforgettable moments, so it has to build it on something, and this ""something"" are these first two episodes."
